1, Taking my daughter to the cinema for the first time, 'film' is tinkerbell rather than citizen Kane/shawshank redemption, but it's a start!
1, Heading to Chinatown with mum... Her birthday today!
1, Reading Grapes of Wrath again; this book should be required reading in business school to remind of the impact of thinking only of profit.
0, A hangover is the wrath of grapes
1, Got a bit sidetracked shopping for Grapes of Wrath and bought The Moon is Down and Mansfield Park, too.
1, Loving the tatty 1953 copy of The Grapes Of Wrath I bought today! Hope it's as beautiful as Steinbeck's Of Mice And Men.
1, @user Ah the Grapes of Wrath connection! I need to download that album.
0, The Grapes of Wrath
0, A hangover is the wrath of grapes!
1, Finally delving back into the Grapes of Wrath after what seems like forever, but was only a couple of weeks #fridayreads
0, A hangover is the wrath of grapes. #FridayFunnies
1, Think i'll stay with the whole 'sci-fi' shit. but this time...a classic movie. #nw 2001: a space odyssey
1, @user no, but I own one record. 2001: A Space Odyssey.
1, Watching Stanley kubricks 2001 a space odyssey for the first time.  This was way ahead of its time for 1968.
0, All this classical music in 2001: A Space Odyssey is making me sleepy.
0, I've always suspected that thing that Astronaut Dave Bowman went into, at the end of 2001 A Space Odyssey, was a giant cosmic space vajayjay
0, Hubs is watching 2001: A Space Odyssey. What a mindf**k. I just can't deal.
1, I love Kill Bill but I'm going to watch 2001: A Space Odyssey. I've read it's one if the greatest films ever made.
1, mindboggling intro to sfx guru and BAFF special guest Douglas Trumbull (Bladerunner, 2001: A Space Odyssey) link
1, watching 2001: A Space Odyssey for the first time!
1, Just watched The Maltese Falcon (1941). One of the best films ever made. Ever.
1, @user lol yeah sometimes for me too, I adore Hitchcock movies though :) I like the good Classics like Maltese Falcon :)
1, Watched 'The Maltese Falcon' for the first time tonight. It lived up to its reputation.
0, The scandalous Lillian Hellman: He was 36, the famous author of Red Harvest and The Maltese Falcon. A former Pin... link
1, This is where I would like to be now.  Temps in the teens! [EXCLUSIVE OFFER] Maltese Falcon link via #constantcontact
1, This week I've hired a Private Investigator to follow Friday. I think he knows something about the Maltese Falcon.
1, Watched the French connection and the Maltese Falcon, both blu-ray and both wonderful!
1, Not watching Double Indemnity, instead we're watching The Maltese Falcon. #Yuss
1, i'll be a raging bull, untill you're paid in full
0, Don't think I could handle Raging Bull and Goodfellas...
1, @user Well @user knows the Raging Bull, guess those three saw you as the Flying Bull and ran for cover haha
1, @user doesn't matter, the world champ could take out Rocky, Rambo, and the Raging Bull all at once!
1, Euro Is a Raging Bull link
1, $EURUSD Euro Is a Raging Bull: The Euro is on a moving strong up again this week and I think... link #forex #mkt #stocks
1, #forex Euro Is a Raging Bull: The Euro is on a moving strong up again this week and I think next week will be mo... link
1, #Euro Is a Raging Bull link $$ #Forex #FxPG
1, Watching raging Bull for the first time. DeNiro is amazing.
1, Black Swan is incredible, very powerful. It's like Portman's Raging Bull.
0, @user nigga you look like E.T. the extra terrestrial
1, Thanks Rite-Aid for selling a 2-pack of dvd's that contains 'E.T. The Extra Terrestrial' and 'The Accused'.  Because those go together.
0, I just saw Dr. Strangelove.  What a strange film...my head hurts
1, My youngest son can quote Dr. Strangelove. #parentingfail
1, @user I agree. May have to pop in Dr. Strangelove to cheer me up. Peter Sellers is the best.
1, Less than 1 hour til the @user The Real Dr. Strangelove performance tonight! Come over to Farthing for an awesome show!
1, LOL this is too funny link #Dr #Strangelove
1, 5 movies that changed US-I am fugitive/chain gang; Rebel w/out cause: dr strangelove; easy rider; China Syndrome says Yale Film Prof #NYU
0, Thought we were bonnie and clyde ... Guess were not as badd ass as I thought #sad
1, Her and I in love . Call it clyde and bonnie. While these other fools crying looking like sam and ronnie!
1, @user let's build from the ground up in some bonnie and clyde shit lol
0, 03 Bonnie and Clyde my shit
0, Dolce is a little sad. Bonnie and Clyde didn't have a good ending.  link
0, Like Bonnie and Clyde let's find a ride and ditch this town.
1, Ok let's clear up that last tweet.. Bonnie and Clyde'03 that was something Beyonce' said lmao
1, i fuck with my best friend we like bonnie and clyde
0, @user past 8...makes no since! I had to get gone i lived the bonnie and clyde life and that shit aint for me now i got kids
0, Now romeo and juliet, bet they never felt the way we felt. Bonnie and clyde never had a high like we do.
1, Spending another night in church camp. Bonnie and Clyde's bloody ambush will have to wait till tomorrow. It's only a day away.
0, @user Gibsland, Louisiana, where a gang of locals shot down Bonnie and Clyde. They don't play with the guns in Gibsland.
1, Opinion: is this apocalypse now for netbooks?: I'd happily pick up an iPad or a Xoom or Toshiba Tablet PC to bro... link
1, Amazes me how different original apocalypse now and the redux versions are. Both are good, but for very different reasons.
1, Oooh. Apocalypse Now is on bluray now.
1, Im set for the zombie apocalypse now! Bring it undead bitches!!
1, Watching Apocalypse Now.   What a great movie.
1, The punch dance scene in Mr. Smith Goes to Washington is classic!
1, Watching Treasure of the Sierra Madre (1948). Bogart, Holt and especially Walter Huston are ingenious. One of the best films ever made.
1, Watched Annie Hall for the first time tonight. Enjoyed it, but I think I was in the right mood. Also my first Woody Allen film. He's quirky.
1, Watching Annie Hall. One  good thing about awful MN weather is, it gives me time to watch movies I should've seen.
0, @user who doesnt? i try hard not to but i fail at not crying everytime i watch annie hall.
0, Woody Allen had Marshall McLuhan in Annie Hall. Oh, how I wish I had @user to whip on this guy...
1, Movie day with @user First Remember Me and then Annie Hall. A perfect Saturday afternoon!
0, I still cant believe Annie Hall isn't on Watch Instantly...I'm filing a formal complaint.
1, my look is so dandy today ;) just like Annie Hall..
1, @user Watch Annie Hall. It was the first when harry met sally, and the better one.
1, Flashback Five - Al Pacino's Best Movies: The Godfather: Part II (1974): With Marlon Brando out of the picture, ... link
1, Kelar jg nonton Mario Puzo' The Godfather part I-II , Marlon Brando ama Al Pacino, perfect !
1, The Godfather part I is way better than part II. But Michael is way more badass in part II.
1, Halfway thru watching The Godfather: Part II (1974), 1 of only 3 movies to get 9/10 or better at IMDB, the world's de facto movie guide #fb
1, @user The terriers will be gunning for you high noon next Sunday in round four.
1, OH MY GOD you should never play High Noon when you're drunk
0, Come high noon and a FUCKIN SEA DONKEY!!! is sitting there looking at you! #BootyCall
1, Peace-Out Pantless Peeps! See U at High Noon, tomorrow - MJ
1, Been on a Western kick lately after watching True Grit. Watched 2007 version of 3:10 to Yuma. Decent, reminds a bit of High Noon.
0, Here's a tip: when you plan to rock jeggings and knee high boots in the pm, don't partake in the office potluck at noon.
1, Nothing like a good drink @user high noon
0, I quite playing high noon I am getting real crappy#fact
1, Only the good focused high energy workouts get done before noon. Cranked out the @user Gauntlet Workout A this am. Nice design, C
1, @user iMPACT @user DENMAN FiTNESS on SUNDAY @user NOON. Come Get Some! Experience the Best Results from this high Intensity Fitness Regimen.
0,disgrace, I actually couldn't read what I wrote:(
1, about to sit down to watch 'to Kill A mockingbird' with a nice cup of tea.....revision you say yes it is acctually
1, pretty sure i just had a dream about scout and jem from to kill a mockingbird :/
0,really wasted on me at 15 years of age.
1, @user Nice list. I like it. You've reminded me to pick up A New Earth again. To kill a mockingbird is a long time favourite....
0, It is never fun when you are trying to read to kill a mockingbird and your bestfriend is telling people about his masturbating techniques.
1, @user I really love her book! One of my favs: To Kill A Mockingbird #goodbooks
1, The only one I can remember from high school was *To Kill a Mockingbird*. There were more from college: the... re: link
1, making a board  game for the book To Kill A Mockingbird...hopefully i get an A+ on it
1, @user suspense: i have a sort of to kill a mockingbird suggestion to tell you tomorrow!!  sort of.  love, ed
1, @user Lolno To Kill a Mockingbird ref. xD. Bread lee... yeasty. BEER.
0, @user haha, now you know we would have to do DGP's and read to kill a mockingbird quotes everyday if she had one.
1,and the movie! Classic!
1,e past two days. clark gable is awesome.
1,great road trip movie.
1, All we need is one night cause tomorrow its like it never happened lmao
1, @user LOL! Indeed ;) I watched the 2nd programme from Cake Boss last night, It was good =) What happened on the 1st one? x
1, Seriously, hope you're doing OK after what happened last night. You'll get over it, you will find your man one day. It gets better. :-P
1, @user this may be l8, but ChErie in A Walk to Remember, Before Sunrise or It Happened One Night-type of films would be cool too :)
1, @user Then yes! It all happened in one night but the actual story took MUCH longer than that haha
0,. #thefuck?
1, The devils won a game monday they won one last night they win one saturday thats called a winning streak it has happened before
1, Dear Universe, I want the lead role in the remake classic It Happened One Night; the kids need this in their life.;) your loving servant, s
1,o...
0,ne solo in it. Whatever happened 2 the sexy sax being played in songs?
0, I had a dream last night that I was bitten by a zombie and had to wait to turn into one, but I woke up before it happened.
0, Lik im sittn here thinkn about it like,, dayyum yes all that just happened.. All in one night..
1, oh but that last kiss tells me it's goodbye, just like nothing happened last night. but if i had one chance, i'd do it all over again;
1, Hey, Midnight Cowboy is pretty darn good.
1, Score! $1 each, Also found the sound track to Midnight Cowboy. Now I need a record player. link
0, Midnight Cowboy or That's So Raven? #crossroads
1, @user I have never heard of a bolt bus! I thought it was all greyhound buses like on midnight cowboy....
1, @user hi! saw midnight cowboy! excelent! how r u?
1, Best Midnight Cowboy pose EVER! ;-) @user
1,e day :) link
1, Pimpin' my cowboy boots and Ed Hardy at midnight on the Newport Beach peninsula... don't get more OCnoxious than that!
0, #backintheday when we looked forward to highschool cause it was supposed to be the best years of our lives.
0,e unhappy.
1, hate me argue with me, but something tells me these are the best years of our lives.
0, these 4 years are supposed to be the best years of our lives..
0, We had the best years of our lives, but you and I would never be the same...
0, eu poderia ficar vendo What The Hell o dia inteiro, mas af nao estou bem hoje :( estou mais pra ouvir The Best Years Of Our Lives do Evan :(
1, Wants to watch The Best Years Of Our Lives: link
0, These are supposed to be the best years of our lives, but are they really?
1, MSNBC without Keith....8 of the best years of all our lives.  In one place, we got humor and information.  We had a voice.
1, I'm watching The Best Years of Our Lives (via @user link
1, @user those are going to be the best years of our lives
1, We had the best years of our lives,
0, --Smells like teen spirit -- Girlfriend -- Whip my hair -- The best years of our lives --  i'm gonna listen this next idk..10 mins?
1, We had the best years of our lives, but you and I would never be the same.
1, @user yeah it gets the best years of our lives
1, The best years of our lives - Evan Taubenfeld #nowplaying mimimi
1, Evan Taubenfeld - The best years of our lives *------*
1, Double Indemnity is a great film! The best if the film noir genre
0, Watching Double Indemnity for the first time. Fred MacMurray is and always will be my absent-minded professor!
1, WOW, Raymond Chandler wrote Double Indemnity (that movie was a bit nuts but all noir).
1,ors Athough i got James M. Cains 'Double Indemnity' for 50p :)
1,s one of the best film noirs ever made.
1, @user Simon, if vampirism is a demon disease-why would it affect your ability to pray? U didn't sin. That's like double indemnity.
1, Doctor Zhivago, one of the ultimate classic epics is amazing. Great music, acting, direction, writing, everything. A 4-star film.
1, Started the new trans. of Doctor Zhivago. It's lovely and all, but why are all Russians bleaker than Thomas Hardy in winter? #fridayreads
1, @user Doctor Zhivago that was on PBS years ago, with Kiera Knightly, I loved that movie and bawled my eyes out!
1, Doctor Zhivago - Lara's Theme - link (I guess an all-time great film-music composition)
0, @user you're officially lame. We had a great time celebrating your bday w/out you at north by northwest and beauty bar.
1, Yeah we young forever in the north by northwest @user that got me goin
1,c! #bluray #hitchcock
1, I favorited a YouTube video -- North By Northwest Kiss scene link
1, I watched Rear Window and now I'm deciding on Psycho or North By Northwest. I really like North By Northwest but I think it's Psycho time.
1, Dinner and beer. Well, really it's beer, beer, and dinner!  @user North By Northwest (NXNW) link
1,anks :)
0, Recovery starts now - if you didn't see @user West Side Story, you're a fucking idiot. And you missed out on sold-out greatness.
0, Police Investigate West Side Shooting: Two people are in the hospital after a shooting on the city's west side S... link
1, @user Maria maria maria mariaaaaaaaa you remind me of a west side story growing up spanish nohoooooo,, you remind me of a movies star
1, @user I love West Side Story- one of my faves! @user
0, @user @user I think a good part of the viewing audience has no idea what west side story is...
1, I forgot to tell @user thank you for sending me the West Side Story callback music. Thanks so much buddy! Love ya!
1, Maria, Mariaaaaaaaaaaaaaaaaaaaaaaaaa, You remind me of a west side story
1, I remember when a long time ago I always used to throw rocks at peoples cars. Most memorable was when a van's rear window was shattered.
1, Tonights Screening: Spellbound. It was between that and Rear Window. Gregory Peck and his wonderfully handsome self won.
1, @user I like The Birds, even though I HATE birds. Rear Window is my favourite Hitchcock
0, I have a harder time with Perry Mason after Rear Window. Not unlike Angela Lansbury -- she always played the bad girls before.
0, Watching Rear Window while doing some needlework -- wish I had centered this better, but I'll take what I can get.
1, @user it was Dial M For Murder. Good film. I firmly suggest you watch Rear Window.
0, @user  your not in Wisconsin?  It is so cold her my rear view window fogged up then i got into my car to warm it up
0, Why can't carwashes ever take the little protective baggie off the rear window wiper? You reading this carwashes?
1, Tell king kong he aint got shit on me!
1, chillin9 doing it big photoshoot tomorrow for upcoming song ..king kong ..oowww
1, i think my mom's home. i hope she brought food otherwise i'm gonna turn into king kong.
0, MY OWN PEOPLE... HAD ME DEALT WIT! KING KONG... AINT GOT SH*T!!.. ON ME!!! *Denzel Voice and Hand Gestures*
0, @user YUP OOH FUKK U AHAH THINK U GOT JOCKS KING KONG AHAH
1, @user They should do a 2nd king of kong.
1,AS IM FXCKIN DRAKE YA FAV RAPPR
1, Today is a remarkable day in the life of Mother India,the day she gave birth to a Mahapurush,True Father of the Nation Netaji Subhas Bose
1, Today lets salute a forgotten hero of the nation, #Netaji Subhash Chandra Bose, a true leader, on his 114th birth anniversary. #JaiHind
0, 1875:
0, The Birth of a Nation is still probably the most brilliantly offensive film ever made.  Got an F destroying it in a college paper.
1, @user :D The Birth of a Nation
1, Celebrate The Birth Of The New Nation of Southern Sudan In The Capital #Juba New York Hotel link
0, @user yeah i think Birth of a nation is offenseive to almost anyone...It was unneccessary to put that much in the film. #film2350
1, @user oh that guy is bane!??? well now that is a good call. Yeah Bronson is just A Clockwork Orange. Its still good though.
1, @user it wasn't that much of a mindfuck, inception was more of one :p as was shutter island :p and dark city :p and clockwork orange :p
0, So I tinted my eyelashes and brows today by myself for the 1st time. Alas, I look like something out A Clockwork Orange.
0, While I do not agree with Alex's ultraviolence, I would never want to be a clockwork orange #AClockworkOrange
0, just watched a clockwork orange w/ judge. what a weird movie.
0, I've been wanting to read A Clockwork Orange again for the past 5 months. I can never find it though D': many tears.
1, @user a clockwork orange :)
0, is it sad that I'm a second year film student and tonight's the first time I've seen 'A Clockwork Orange'? Yeah, probably.
1, A Clockwork Orange. Enough said.
1,at reminds me that the past can be brought back. Loved the hospital eating scene
1, to my droogies!!!
0, cut throat punya taxi driver.. 3km charging rm15 :(
1, My taxi driver took me home when i was in a complete state and didnt even charge me i think. I love him.
0, Taxi driver cheat us of our time and money! Wts):
1, @user love it! Mine was that Ricky Whittle was my taxi driver (I was buying a bottle of vodka!) hmmmm that's part of it anyway ha
1, R. Kelly : taxi cab , making love in the taxi cab, she tell the driver to mind his business and keep driving.lol #np
1, My taxi-driver home was told by another passenger that the best party tonight is at the Adelaide Hilton. The Tour After-Party!
0, @user a british taxi driver once implied that I'm fat.I have nothing against fat, but he was really impolite. I prefer *silence*
0, Thank god i'm not driving, even tho i have a mean ass driver! (in taxi)
0, My taxi driver hates slow driving peeeps! Like wow? He horns at every slow driver :/
0, Jst cut off a taxi driver...lol and wasn't he jst so offended. Now That's irony. #lol
0, @user I have another one that is a lot worse and not deemed suitable for Twitter display. Now that one dropped jaws.
1, Just playing some Alligator Jaws with @user
1, Watching national geographic and I need a girl that can stretch her mouth like snakes do. The hav no jaws lol
0, @user -shivers and looks around- how do you plan to keep 'old man Jaws' away, then?
1, Hoge, Jaws, and Palantonio are brilliant together talking X's and O's on ESPN right now.
0, I'll wait for my jaws to be broken... Make my hair and self look good then maybe I'll find someone.
1, josephsmydrug asked: Snow white and the seven dwarfs has always been my favorite. link
1,@user ?!?! feel so weird wei... HAHAHAHA..
1,:) I love them both so much..
1, OTM SNOW WHITE AND THE SEVEN DWARFS, YEAH \m/
1, Now watching Snow White and the Seven Dwarfs. I miss my childhood days again and again.:)))
1, @user one of my faves but my first fave one is Snow White and the seven dwarfs
0, movie: Butch Cassidy and the Sundance Kid  . Not great.
1, Just watched Butch Cassidy and the Sundance Kid again. It really is as close to perfection as films get.
1, Really did enjoy Butch Cassidy and the Sundance Kid. Loved the One True Threesome with Etta.
1, Yes. I am staying up all night to watch Butch Cassidy and the Sundance Kid.
0, Butch Cassidy and the Sundance Kid because my Western education is woefully limited.
1, I have now seen Butch Cassidy and the Sundance Kid. Nice :)
1, Just finished Butch Cassidy and the Sundance Kid. Great Western. Great Film.
1, I'm sitting in bed with my wife,eating frosted flakes and watching Butch Cassidy and the Sundance Kid. Life is great
1, I love Seabourn. Had lunch yesterday with a lady who told me that The Philadelphia Story was written about her... link
1, @user i always get overwhelmed and end up watching Te Philadelphia Story for the eleventy-billionth time.
1, Hey found this! PA Supreme Court Strikes Down Philadelphia Tobacco Law: PHILADELPHIA -- The Pe... link I hope it helped!
1, Renewal of Ogontz Ave. -- Philly Biz Journal tells positive side of the story after Inky went negative link via @user
1, Hell ain't a bad place. Hell is from here to eternity.
1, @user *smiles and holds you tight* I love you Isabella Swan, and I want to make you smile every single day from here till eternity
1, Hell ain't a bad place, hell is from here to eternity!!!!!! /,,/
1, my favorite BlacknWhite movie...From here to Eternity #random
1, @user @user Is hoping, amongst the angst and tender, a possible From Here To Eternity moment..lol
0, Fuck Gauss' Law from here to eternity.
0, Hell ain't a bad a place, hell is from here to eternity (8)
0, Just passed Amadeus Pizza (my fav) on 31st and 8th. Want a slice bad as hell but @user will make me regret that Monday #StayFocused
1, I liked a YouTube video -- Falco - Rock Me Amadeus link
